Id,Action
1,1.000000000
2,1.000000000
3,1.000000000
4,1.000000000
5,1.000000000
6,1.000000000
7,1.000000000
8,1.000000000
9,1.000000000
10,0.944444444
11,0.983050847
12,1.000000000
13,0.810344828
14,0.818181818
15,1.000000000
16,1.000000000
17,0.956521739
18,1.000000000
19,1.000000000
20,1.000000000
21,1.000000000
22,1.000000000
23,1.000000000
24,0.928571429
25,1.000000000
26,0.982142857
27,1.000000000
28,1.000000000
29,1.000000000
30,1.000000000
31,1.000000000
32,1.000000000
33,1.000000000
34,1.000000000
35,1.000000000
36,1.000000000
37,1.000000000
38,0.978723404
39,0.962962963
40,1.000000000
41,0.886363636
42,1.000000000
43,0.962264151
44,1.000000000
45,1.000000000
46,0.965517241
47,1.000000000
48,1.000000000
49,1.000000000
50,1.000000000
51,0.962264151
52,1.000000000
53,1.000000000
54,1.000000000
55,0.964285714
56,0.965517241
57,1.000000000
58,1.000000000
59,0.891304348
60,1.000000000
61,1.000000000
62,0.681818182
63,1.000000000
64,1.000000000
65,1.000000000
66,1.000000000
67,1.000000000
68,0.852941176
69,0.983333333
70,0.825000000
71,1.000000000
72,1.000000000
73,1.000000000
74,1.000000000
75,1.000000000
76,1.000000000
77,1.000000000
78,0.545454545
79,0.500000000
80,1.000000000
81,1.000000000
82,1.000000000
83,1.000000000
84,1.000000000
85,1.000000000
86,0.734693878
87,1.000000000
88,1.000000000
89,1.000000000
90,1.000000000
91,1.000000000
92,0.500000000
93,1.000000000
94,0.961538462
95,1.000000000
96,1.000000000
97,0.600000000
98,1.000000000
99,1.000000000
100,1.000000000
101,0.925925926
102,0.800000000
103,0.925925926
104,0.903846154
105,1.000000000
106,1.000000000
107,1.000000000
108,0.666666667
109,1.000000000
110,1.000000000
111,0.925925926
112,1.000000000
113,1.000000000
114,1.000000000
115,1.000000000
116,1.000000000
117,1.000000000
118,1.000000000
119,0.964912281
120,1.000000000
121,0.952380952
122,1.000000000
123,0.903225806
124,1.000000000
125,1.000000000
126,1.000000000
127,1.000000000
128,1.000000000
129,0.857142857
130,0.800000000
131,1.000000000
132,1.000000000
133,1.000000000
134,1.000000000
135,1.000000000
136,0.930232558
137,1.000000000
138,1.000000000
139,0.830188679
140,1.000000000
141,0.950000000
142,1.000000000
143,1.000000000
144,1.000000000
145,1.000000000
146,0.551724138
147,1.000000000
148,0.714285714
149,1.000000000
150,1.000000000
151,1.000000000
152,0.750000000
153,0.830188679
154,1.000000000
155,1.000000000
156,0.846153846
157,1.000000000
158,0.966666667
159,0.830188679
160,1.000000000
161,0.815789474
162,1.000000000
163,1.000000000
164,1.000000000
165,1.000000000
166,1.000000000
167,1.000000000
168,1.000000000
169,0.804878049
170,1.000000000
171,1.000000000
172,1.000000000
173,0.966666667
174,1.000000000
175,1.000000000
176,0.840000000
177,1.000000000
178,1.000000000
179,1.000000000
180,1.000000000
181,1.000000000
182,1.000000000
183,0.891304348
184,0.767857143
185,1.000000000
186,0.966666667
187,1.000000000
188,0.909090909
189,0.767857143
190,1.000000000
191,1.000000000
192,1.000000000
193,1.000000000
194,1.000000000
195,1.000000000
196,1.000000000
197,1.000000000
198,0.840909091
199,1.000000000
200,0.447368421
201,1.000000000
202,1.000000000
203,0.975000000
204,1.000000000
205,1.000000000
206,1.000000000
207,1.000000000
208,0.815789474
209,0.833333333
210,0.767857143
211,1.000000000
212,1.000000000
213,1.000000000
214,1.000000000
215,1.000000000
216,1.000000000
217,1.000000000
218,1.000000000
219,1.000000000
220,1.000000000
221,0.743589744
222,1.000000000
223,0.866666667
224,0.903846154
225,0.924528302
226,0.694444444
227,0.865384615
228,1.000000000
229,1.000000000
230,1.000000000
231,0.983333333
232,1.000000000
233,1.000000000
234,0.545454545
235,1.000000000
236,1.000000000
237,1.000000000
238,1.000000000
239,0.844444444
240,1.000000000
241,1.000000000
242,0.734693878
243,0.200000000
244,0.866666667
245,1.000000000
246,1.000000000
247,1.000000000
248,1.000000000
249,1.000000000
250,1.000000000
251,1.000000000
252,1.000000000
253,1.000000000
254,1.000000000
255,1.000000000
256,1.000000000
257,1.000000000
258,0.729166667
259,0.688888889
260,1.000000000
261,1.000000000
262,0.800000000
263,1.000000000
264,1.000000000
265,1.000000000
266,1.000000000
267,1.000000000
268,1.000000000
269,1.000000000
270,1.000000000
271,0.950000000
272,1.000000000
273,1.000000000
274,0.647058824
275,1.000000000
276,1.000000000
277,0.967741935
278,1.000000000
279,1.000000000
280,1.000000000
281,1.000000000
282,1.000000000
283,1.000000000
284,1.000000000
285,1.000000000
286,0.966666667
287,0.967741935
288,1.000000000
289,1.000000000
290,1.000000000
291,0.865384615
292,0.928571429
293,0.928571429
294,1.000000000
295,1.000000000
296,0.725490196
297,0.558823529
298,0.928571429
299,1.000000000
300,1.000000000
301,1.000000000
302,1.000000000
303,0.400000000
304,0.627450980
305,1.000000000
306,1.000000000
307,1.000000000
308,1.000000000
309,0.965517241
310,1.000000000
311,1.000000000
312,0.865384615
313,1.000000000
314,1.000000000
315,0.923076923
316,1.000000000
317,0.965517241
318,1.000000000
319,0.612903226
320,1.000000000
321,1.000000000
322,0.627450980
323,1.000000000
324,1.000000000
325,1.000000000
326,0.862068966
327,1.000000000
328,1.000000000
329,0.903846154
330,1.000000000
331,1.000000000
332,1.000000000
333,0.886792453
334,1.000000000
335,1.000000000
336,0.829268293
337,1.000000000
338,1.000000000
339,1.000000000
340,1.000000000
341,1.000000000
342,1.000000000
343,0.750000000
344,1.000000000
345,0.903846154
346,0.694444444
347,0.956521739
348,1.000000000
349,1.000000000
350,1.000000000
351,1.000000000
352,1.000000000
353,1.000000000
354,0.400000000
355,1.000000000
356,1.000000000
357,0.976190476
358,1.000000000
359,1.000000000
360,1.000000000
361,0.852941176
362,1.000000000
363,1.000000000
364,1.000000000
365,1.000000000
366,1.000000000
367,1.000000000
368,1.000000000
369,1.000000000
370,1.000000000
371,1.000000000
372,0.800000000
373,0.760869565
374,0.461538462
375,1.000000000
376,1.000000000
377,0.558823529
378,1.000000000
379,1.000000000
380,1.000000000
381,1.000000000
382,1.000000000
383,1.000000000
384,0.852941176
385,1.000000000
386,1.000000000
387,1.000000000
388,0.903225806
389,1.000000000
390,1.000000000
391,1.000000000
392,1.000000000
393,0.767857143
394,1.000000000
395,1.000000000
396,1.000000000
397,0.967741935
398,1.000000000
399,1.000000000
400,1.000000000
401,1.000000000
402,1.000000000
403,1.000000000
404,0.969696970
405,1.000000000
406,0.966666667
407,0.688888889
408,1.000000000
409,1.000000000
410,1.000000000
411,1.000000000
412,1.000000000
413,1.000000000
414,1.000000000
415,1.000000000
416,0.789473684
417,1.000000000
418,1.000000000
419,0.967741935
420,0.886792453
421,1.000000000
422,1.000000000
423,0.825000000
424,1.000000000
425,1.000000000
426,1.000000000
427,1.000000000
428,1.000000000
429,1.000000000
430,1.000000000
431,1.000000000
432,0.300000000
433,1.000000000
434,1.000000000
435,0.962264151
436,1.000000000
437,0.983333333
438,0.714285714
439,1.000000000
440,0.300000000
441,1.000000000
442,1.000000000
443,0.852941176
444,1.000000000
445,1.000000000
446,1.000000000
447,0.818181818
448,1.000000000
449,1.000000000
450,1.000000000
451,0.965517241
452,1.000000000
453,1.000000000
454,0.592592593
455,1.000000000
456,1.000000000
457,1.000000000
458,1.000000000
459,1.000000000
460,0.933333333
461,0.891891892
462,1.000000000
463,1.000000000
464,0.891304348
465,1.000000000
466,1.000000000
467,0.386363636
468,0.886363636
469,1.000000000
470,1.000000000
471,1.000000000
472,0.800000000
473,1.000000000
474,1.000000000
475,0.777777778
476,1.000000000
477,1.000000000
478,1.000000000
479,1.000000000
480,1.000000000
481,0.743589744
482,1.000000000
483,1.000000000
484,1.000000000
485,1.000000000
486,1.000000000
487,1.000000000
488,1.000000000
489,1.000000000
490,1.000000000
491,1.000000000
492,1.000000000
493,0.714285714
494,1.000000000
495,1.000000000
496,0.852941176
497,1.000000000
498,1.000000000
499,1.000000000
500,1.000000000
501,1.000000000
502,0.885714286
503,0.852941176
504,1.000000000
505,0.840909091
506,1.000000000
507,1.000000000
508,1.000000000
509,1.000000000
510,0.361702128
511,0.891891892
512,1.000000000
513,1.000000000
514,1.000000000
515,1.000000000
516,1.000000000
517,1.000000000
518,0.948717949
519,0.638297872
520,0.647058824
521,1.000000000
522,0.964912281
523,1.000000000
524,0.361702128
525,1.000000000
526,0.551724138
527,1.000000000
528,1.000000000
529,1.000000000
530,1.000000000
531,0.945454545
532,1.000000000
533,1.000000000
534,1.000000000
535,1.000000000
536,1.000000000
537,1.000000000
538,1.000000000
539,1.000000000
540,1.000000000
541,1.000000000
542,1.000000000
543,0.866666667
544,1.000000000
545,1.000000000
546,1.000000000
547,0.500000000
548,0.925925926
549,0.878048780
550,1.000000000
551,1.000000000
552,0.968750000
553,0.930232558
554,1.000000000
