Id,Action
1,0.886712047
2,0.992735043
3,0.996257576
4,0.997361111
5,0.996535714
6,0.996666667
7,0.966998355
8,0.998178571
9,0.928850945
10,0.991146922
11,0.882127632
12,0.997424916
13,0.914351426
14,0.929236516
15,0.943663837
16,0.942610343
17,0.897714756
18,0.978180481
19,0.995098747
20,0.986274868
21,0.998254579
22,0.995831294
23,0.970199241
24,0.959754376
25,0.983292628
26,0.917189424
27,0.927905411
28,0.895620606
29,0.974801291
30,0.940898015
31,0.992048411
32,0.990884597
33,0.988807928
34,0.980011591
35,0.970049062
36,0.995912442
37,0.980133520
38,0.969879007
39,0.970632639
40,0.924259990
41,0.904282889
42,0.986591437
43,0.995758748
44,0.995436737
45,0.989833640
46,0.966352167
47,0.999250000
48,0.995364809
49,0.997564103
50,0.913814601
51,0.903018838
52,0.998333333
53,0.998142396
54,0.992076653
55,0.920733734
56,0.990573421
57,0.984167771
58,0.994604921
59,0.970536403
60,0.946318325
61,1.000000000
62,0.914392834
63,0.972905290
64,0.995420237
65,0.991810589
66,0.985745214
67,0.942547163
68,0.998158333
69,0.954636137
70,0.697603047
71,0.933176001
72,0.992966575
73,0.992317967
74,0.996209450
75,0.995296375
76,0.994365605
77,0.981076371
78,0.731682430
79,0.643827747
80,0.997846374
81,0.973405641
82,0.987806166
83,0.961962571
84,0.978803369
85,0.994473961
86,0.966470015
87,0.989939061
88,0.994660413
89,0.997056029
90,0.842813198
91,0.975636343
92,0.733567638
93,0.995856812
94,0.948709833
95,0.953347907
96,0.954955457
97,0.548277768
98,0.942165256
99,0.994773719
100,0.989083746
101,0.926931715
102,0.751273250
103,0.996497951
104,0.982414237
105,0.664347333
106,0.981804985
107,0.988649121
108,0.976248536
109,0.993949163
110,0.963766198
111,0.722593171
112,0.979705793
113,0.956624216
114,0.947781648
115,0.981665827
116,0.986593008
117,0.988610091
118,0.983513335
119,0.991914004
120,0.976012068
121,0.910341429
122,0.996950216
123,0.975528493
124,0.963565047
125,0.998840909
126,0.962091776
127,0.918005476
128,0.884509338
129,0.904450923
130,0.880460862
131,0.995742262
132,0.993611922
133,0.953757597
134,0.952583109
135,0.996306439
136,0.964963867
137,0.994335995
138,0.988368979
139,0.859508916
140,1.000000000
141,0.963798694
142,0.940947493
143,0.994731746
144,0.977437669
145,0.998210227
146,0.666569187
147,0.935445318
148,0.949116931
149,1.000000000
150,0.996676065
151,0.982926015
152,0.752682281
153,0.986356617
154,0.987407158
155,0.980563050
156,0.967138228
157,0.927619922
158,0.972251291
159,0.795971375
160,0.976405357
161,0.812006045
162,0.985719815
163,0.983812669
164,0.948132246
165,0.997635971
166,0.973015879
167,0.961650717
168,0.836906649
169,0.934107181
170,0.987154739
171,0.982976857
172,0.952264344
173,0.981517801
174,0.992379258
175,0.976322967
176,0.988670894
177,0.915470091
178,0.996984578
179,0.991549909
180,0.952041271
181,0.785006967
182,0.919854642
183,0.918460883
184,0.783543243
185,0.996340226
186,0.937020821
187,0.987473177
188,0.976542626
189,0.651768966
190,0.995390693
191,0.998508987
192,0.940384356
193,1.000000000
194,0.973776028
195,0.985738698
196,0.995791667
197,0.976354177
198,0.982099422
199,0.997340226
200,0.522768244
201,0.975833306
202,0.938937837
203,0.986818480
204,0.986695726
205,0.898269688
206,0.983235091
207,0.993515594
208,0.992214025
209,0.816797026
210,0.716774121
211,0.913904096
212,0.891159590
213,1.000000000
214,0.988739517
215,0.991483745
216,0.979168680
217,0.997300000
218,0.957318035
219,0.997023810
220,0.977905984
221,0.853426819
222,0.999090909
223,0.998638902
224,0.998594771
225,0.978205407
226,0.658241961
227,0.910139322
228,0.986419671
229,0.993299505
230,0.973953008
231,0.954743951
