Id,Action
1,0.890012258
2,0.980240605
3,0.994154218
4,0.995931770
5,0.999129295
6,0.994915172
7,0.908476767
8,0.999735792
9,0.939252451
10,0.975784842
11,0.968235286
12,0.969515512
13,0.982628861
14,0.813238529
15,0.931695484
16,0.924730788
17,0.725247366
18,0.903021228
19,0.997520941
20,0.995448416
21,0.998028382
22,0.988981276
23,0.969496361
24,0.966458185
25,0.992057117
26,0.925487998
27,0.989160110
28,0.951629171
29,0.973153093
30,0.902017237
31,0.992205165
32,0.971924494
33,0.987924401
34,0.995582386
35,0.989216197
36,0.981638878
37,0.991759808
38,0.999363099
39,0.981160549
40,0.928343707
41,0.950033080
42,0.992181388
43,0.987186175
44,0.993246122
45,0.993535894
46,0.985229877
47,0.998816186
48,0.975014301
49,0.999898249
50,0.998602079
51,0.983591048
52,0.992907250
53,0.986948943
54,0.998119404
55,0.974320059
56,0.987633779
57,0.986103404
58,0.999095873
59,0.991198446
60,0.992380988
61,0.993631978
62,0.996690756
63,0.979850102
64,0.999241355
65,0.997587043
66,0.996418176
67,0.984412863
68,0.998433402
69,0.984547155
70,0.732693371
71,0.975801817
72,0.997686083
73,0.995261500
74,0.997626920
75,0.983718225
76,0.998101696
77,0.996590923
78,0.942222815
79,0.821427729
80,0.997187390
81,0.999379519
82,0.993095771
83,0.955794051
84,0.994575242
85,0.987587006
86,0.943599520
87,0.980215337
88,0.998185318
89,0.995466918
90,0.986813255
91,0.991325869
92,0.801749106
93,0.996300961
94,0.979442163
95,0.986633634
96,0.996805079
97,0.536398921
98,0.997622539
99,0.994210712
100,0.996960416
101,0.970391421
102,0.350964715
103,0.991213042
104,0.990446955
105,0.499728940
106,0.995216527
107,0.998882869
108,0.967244955
109,0.985619839
110,0.975731825
111,0.812652563
112,0.975515728
113,0.970791626
114,0.998381155
115,0.968514700
116,0.970849173
117,0.988648541
118,0.947508174
119,0.998947515
120,0.991645011
121,0.938094876
122,0.987467531
123,0.831187981
124,0.997213356
125,0.993591219
126,0.844086566
127,0.698053174
128,0.911996365
129,0.952492864
130,0.989968754
131,0.995942044
132,0.997146913
133,0.988447531
134,0.895680071
135,0.998560020
136,0.932796646
137,0.996801287
138,0.922741318
139,0.952637269
140,0.997652170
141,0.996925693
142,0.987008934
143,0.994578654
144,0.991822800
145,0.997477546
146,0.671542327
147,0.724341300
148,0.875768894
149,0.999339880
150,0.994082780
151,0.997979666
152,0.870988331
153,0.993997749
154,0.950872286
155,0.971898750
156,0.955315952
157,0.992706391
158,0.989734371
159,0.978549748
160,0.957652446
161,0.960906382
162,0.994509630
163,0.998886815
164,0.967707499
165,0.985893401
166,0.999230627
167,0.984119030
168,0.986374441
169,0.980896882
170,0.993166887
171,0.996801555
172,0.991715140
173,0.955803637
174,0.992538723
175,0.987504004
176,0.997277490
177,0.954141715
178,0.998960431
179,0.998958671
180,0.800142421
181,0.515545679
182,0.981626279
