Id,Action
1,0.623667427
2,0.965494499
3,0.932416417
4,0.996038432
5,0.999097222
6,0.999444444
7,0.983952506
8,0.996666667
9,0.834100019
10,0.970052237
11,0.884224500
12,0.929411573
13,0.959109080
14,0.815010604
15,0.898481847
16,0.979326481
17,0.909401183
18,0.977648496
19,0.998465278
20,0.971115729
21,0.996204757
22,0.991680298
23,0.929726240
24,0.899838683
25,0.975170499
26,0.915778694
27,0.951423323
28,0.942252498
29,0.977390374
30,0.889157561
31,0.965783016
32,0.958920795
33,0.944213421
34,0.992301587
35,0.973146269
36,0.955261299
37,0.985258852
38,0.845139905
39,0.956229825
40,0.848471250
41,0.917493867
42,0.990193182
43,0.983153252
44,0.994892857
45,0.974561071
46,0.997435706
47,0.973278215
48,0.985320791
49,0.896014742
50,0.962550703
51,0.889247515
52,0.940174635
53,0.996530303
54,0.985634454
55,0.945642882
56,0.975849180
57,0.983081349
58,0.931341011
59,0.972950822
60,0.948590996
61,0.993358480
62,0.973921424
63,0.949024181
64,0.996052632
65,0.967578529
66,0.978643668
67,0.971838566
68,0.989234000
69,0.825863062
70,0.666283191
71,0.912077142
72,0.984280159
73,0.998480159
74,0.993667929
75,0.988006724
76,0.978742928
77,0.962182652
78,0.873972311
79,0.886115623
80,0.975496724
81,0.894254050
82,0.987467707
83,0.932742471
84,0.987724206
85,0.992245553
86,0.985846940
87,0.938499488
88,0.999459064
89,0.940049389
90,0.646944469
91,0.944765184
92,0.801751308
93,0.957034271
94,0.967041174
95,0.992738214
96,0.966700741
97,0.808480740
98,0.880014552
99,0.977373500
100,0.993948186
101,0.988007756
102,0.646117541
103,0.899686628
104,0.989147669
105,0.484169271
106,0.992128205
107,0.993530058
108,0.941357049
109,0.998017640
110,0.974489011
111,0.973012515
112,0.937230167
113,0.943743293
114,0.991548611
115,0.939831717
116,0.946372465
117,0.914588222
118,0.977451266
119,0.994791667
120,0.976836219
121,0.869406196
122,0.944875544
123,0.940084667
124,0.999330357
125,0.981124548
126,0.996730769
127,0.834993869
128,0.858971977
129,0.972695698
130,0.909257957
131,0.989928571
132,0.991963967
133,0.989596989
134,0.909849638
135,0.999250000
136,0.988194300
137,0.931953869
138,0.960732076
139,0.919031265
140,0.977286117
141,0.970223558
142,0.948020855
143,0.988294567
144,0.988605097
145,0.963794000
146,0.805406245
147,0.755359918
148,0.904414274
149,0.950031740
150,0.966554400
151,0.989423390
152,0.893752349
153,0.999195906
154,0.939918359
155,0.948073951
156,0.998403509
157,0.945505495
158,0.967304978
159,0.884375166
160,0.974847673
161,0.821332819
162,0.992442199
163,0.933575897
164,1.000000000
165,0.968703646
166,0.999131944
167,0.983048701
168,0.975932583
169,0.954007556
170,0.981196378
171,0.986613102
172,0.921485549
173,0.999565217
174,0.997173913
175,0.962881092
176,0.979065873
177,0.858546303
178,1.000000000
179,0.992450606
180,0.868509717
181,0.625249690
182,0.886953122
183,0.819655070
184,0.965158725
185,0.989716450
186,0.971882641
187,1.000000000
188,0.957643875
189,0.489239655
190,0.991337230
191,0.995169591
192,0.936170527
193,0.946590986
194,0.970561581
195,0.897821038
196,0.977509154
197,0.990473693
198,0.913309472
199,0.969026509
200,0.902711700
201,0.944180905
202,0.978257274
203,0.959298692
204,0.867842371
205,0.978929370
206,0.915377979
207,0.962799354
208,0.985697984
209,0.842998636
210,0.811186648
211,0.929559646
212,0.962349206
213,0.956671860
214,0.959442516
215,0.981952483
216,0.961578893
217,0.953671390
218,0.979460317
219,0.992305556
220,0.992952381
221,0.872027943
222,0.989824551
223,0.969179541
224,0.838393549
225,0.979074055
226,0.950724190
227,0.878478927
228,0.861464841
229,0.994816850
230,0.992962302
231,0.991279449
232,0.970611871
233,0.962508590
234,0.779679088
235,0.961597866
236,0.964403612
237,0.992218092
238,0.927147333
239,0.720022085
240,0.989705882
241,0.799320390
242,0.754119901
243,0.481196603
244,0.987588412
245,0.968414863
246,0.988300787
247,0.944293457
248,0.931907105
249,0.997467787
250,0.912641913
251,0.994684641
252,0.928334366
253,0.937670760
254,0.973638917
255,0.946251585
256,0.869330270
257,0.944998883
258,0.962256816
259,0.957090548
260,0.995222222
261,0.997461048
262,0.923723449
263,0.991787176
264,0.998437500
265,0.959392460
266,0.951837273
267,0.995192794
268,0.995271825
269,0.916197237
270,0.961400031
271,0.981158088
272,0.941454667
273,0.983098894
274,0.936377009
275,0.934757402
276,0.939978225
277,0.973224387
278,0.960693193
279,0.965406959
280,0.989906088
281,0.994705430
282,0.994219771
283,0.659556919
284,0.952815808
285,0.998571429
286,0.929465793
287,0.982229207
288,0.983977756
289,0.975682633
290,0.981196378
291,0.880718873
292,0.913265453
293,0.967379415
294,0.970184936
295,0.996612836
296,0.180900695
297,0.460533582
298,0.996230640
299,0.721672101
300,0.980996608
301,0.860478057
302,0.996851467
303,0.279460652
304,0.967786627
305,0.973295608
306,0.972053800
307,0.986680991
308,0.990158066
309,0.990536797
310,0.968165888
311,0.986586114
312,0.939880472
313,0.986826295
314,0.957514535
315,0.904866232
316,0.982017210
317,0.827934593
318,0.952840463
319,0.950947436
320,0.991679622
321,0.997730769
322,0.174848462
323,0.994488997
324,0.990683824
325,0.988851099
326,0.970825096
327,0.996615385
328,0.887063626
329,1.000000000
330,0.980086310
331,0.988695076
332,0.993995380
333,0.990847222
334,0.979148552
335,0.999545455
336,0.987588819
337,0.991141457
338,0.977100687
339,0.987101728
340,0.959943691
341,0.958341165
342,0.948277056
343,0.836379562
344,0.993675595
345,0.989244623
346,0.916923710
347,0.981641618
348,0.963971404
349,0.969748225
350,0.930413541
351,0.989807598
352,0.983228626
353,0.911125458
354,0.890405249
355,0.966080755
356,0.989784188
357,0.899585665
358,0.979889881
359,0.970567472
360,0.755421406
361,0.998285714
362,0.960864014
363,0.953664025
364,0.634531440
365,0.986503011
366,0.965490757
367,0.993353509
368,0.925929155
369,0.941157713
370,0.997838164
371,0.981820076
372,0.963080321
373,0.873073187
374,0.458190074
375,0.901740487
376,0.985728621
377,0.691095919
378,0.904438385
379,0.992560363
380,0.965519866
381,0.806397941
382,0.962931097
383,0.986558480
384,0.984428556
385,0.817594366
386,0.978482067
387,0.782738098
388,0.945451378
389,0.977958724
390,0.996312500
391,0.994285714
392,0.957678268
393,0.940208780
394,0.999062500
395,0.874118246
396,0.990492823
397,0.992458333
398,0.996250000
399,0.999642857
400,0.916591197
401,0.969758340
402,0.968405696
403,0.931356510
404,0.847191336
405,0.990594697
406,0.878009711
407,0.966245645
408,0.998617647
409,0.996312500
410,0.990667582
411,0.993016159
412,0.987083333
413,0.898650347
414,0.945163092
415,0.983513629
416,0.852827875
417,0.984184057
418,0.993403361
419,0.899157064
420,0.932745832
421,0.957914818
422,0.909119045
423,0.910845746
424,0.955642027
425,0.981791447
426,0.984245755
427,0.966917255
428,0.936546376
429,0.931954223
430,0.989142664
431,0.969376531
432,0.903878047
433,0.988520966
434,0.922300777
435,0.950046480
436,0.945079085
437,0.959765066
438,0.325235188
439,0.946628221
440,0.453253086
441,0.956220334
442,0.990689156
443,0.996154762
444,0.967713599
445,0.862922255
446,0.994545455
447,0.890575762
448,0.984476614
449,0.992996642
450,0.956809338
451,0.769008083
452,0.952422022
453,0.978513455
454,0.965331754
455,0.958985073
456,0.993055556
457,0.947263934
458,0.978534965
459,0.938051333
460,0.646239658
461,0.798211296
462,0.984119353
463,0.996833333
464,0.957328357
465,0.984353175
466,0.965566956
467,0.211716988
468,0.897988294
469,0.995762453
470,0.911590856
471,0.987332516
472,0.963327310
473,0.989202381
474,0.913685613
475,0.935920975
476,0.967777357
477,0.981056187
478,0.954347896
479,0.990766540
480,0.961524470
481,0.954944546
482,0.915614137
483,0.930419344
484,0.976341217
485,0.985779240
486,0.966554204
487,0.952236459
488,0.990200980
489,0.969953215
490,0.986477617
491,0.955148848
492,0.946731877
493,0.847514742
494,0.992510345
495,0.986476190
496,0.995816017
497,0.980592776
498,0.997527778
499,0.997544872
500,0.999375000
501,0.992500000
502,0.786937971
503,0.978434344
504,0.935385872
505,0.976277414
506,0.998928571
507,0.984684135
508,0.944318952
509,0.991021882
510,0.519798960
511,0.979022268
512,0.996785714
513,0.980826769
514,0.787215902
515,0.968596149
516,0.993786630
517,0.997630952
518,0.945511632
519,0.970244589
520,0.557848317
521,0.996653298
522,0.942422270
523,0.970021324
524,0.230330393
525,0.814876072
526,0.333874462
527,0.974139386
528,0.946222641
529,0.965439713
530,0.984418915
531,0.967898611
532,0.909979466
533,0.989444444
534,0.949205948
535,0.979093944
536,0.998660714
537,0.989705121
538,0.990230890
539,0.936720008
540,0.913151234
541,0.893036284
542,0.970493150
543,0.820288037
544,0.968430749
545,0.995127289
546,0.983396314
547,0.335549795
548,0.920360954
549,0.926693111
550,0.989033051
551,0.998504274
552,0.980225793
553,0.976287051
554,0.984277778
555,0.977192005
556,0.982574144
557,0.981420693
558,0.922786881
559,0.964374454
560,0.981856101
561,0.937010766
562,0.956393073
563,0.924561371
564,0.878925277
565,0.997777778
566,0.987580808
567,0.955733161
568,0.789394608
569,0.946372390
570,0.956032521
571,0.581320339
572,0.872271948
573,0.991518080
574,0.823320936
575,0.998550959
576,0.973261553
577,0.998188312
578,0.987763889
579,0.856625288
580,0.942689810
581,0.998846154
582,0.970695120
583,0.970105995
584,0.989847025
585,0.980665027
586,0.842671751
587,0.917898073
588,0.986426120
589,0.985635191
590,0.992286462
591,0.987725574
592,0.987271078
593,0.849354110
594,0.973909181
595,0.997625000
596,0.965892595
597,0.976881813
598,0.969868001
599,0.975857299
600,0.859576335
601,0.985255682
602,0.906821427
603,0.991945906
604,0.984657298
605,0.972273002
606,0.972756702
607,0.957786789
608,0.983571603
609,0.985213689
610,0.912019537
611,0.985833333
612,0.989570782
613,0.983146465
614,0.653683207
615,0.987490530
616,0.910559376
617,0.980569228
618,0.895138055
619,0.998039216
620,0.962365805
621,0.992456228
622,0.990371148
623,0.808977321
624,0.978114262
625,0.936636328
626,0.991944444
627,0.953401223
628,0.982035203
629,0.994466513
630,0.986238095
631,0.978101190
632,0.900416150
633,0.991250821
634,0.996694444
635,0.875011907
636,0.957351757
637,0.962358464
638,0.971902361
639,0.887897082
640,0.992052219
641,0.949254711
642,0.968540889
643,0.899166884
644,0.977567838
645,0.766817453
646,0.937318314
647,0.946509920
648,0.905467526
649,0.990293771
650,0.940732259
651,0.852192591
652,0.980746357
653,0.399061606
654,0.931108183
655,0.947258838
656,0.969964837
657,0.941872480
658,0.984352495
659,0.932197815
660,0.970850433
661,0.984160714
662,0.999027778
663,0.998044872
664,0.926146728
665,0.976947781
666,0.565758059
667,0.952380657
668,0.961169913
669,0.760277418
670,0.949110497
671,0.869497885
672,0.970230554
673,0.718696536
674,0.991609754
675,0.916871141
676,0.954322376
677,0.917397352
678,0.989927579
679,0.983079113
680,0.982865079
681,0.712433922
682,0.838171723
683,0.980296537
684,0.957419589
685,0.980349346
686,0.966917327
687,0.910466731
688,0.996005981
689,0.983159766
690,0.933111599
691,0.982329377
692,0.931139797
693,0.979433983
694,0.976750708
